Spanish Word,Translation,Gender,Part-of-Speech
mamífero,mammalian; mammal,,{adj}; {noun}
mami,mommy; (fam) mother,f,{noun}
mamita,diminutive form of mamá mummy,f,{noun}
mamón,"sucking; shoot (of a plant); mama's boy, mommy's darling (person clinging to his mother); mamoncillo (tree and fruit), scientific name Melicoccus bijugatus; stupid person, dumbass, sucker; suckling; blowjob",,{adj}; {noun}; {noun}; {noun}; {noun}; {noun}; {noun}
mamografía,mammography,f,{noun}
mamoncillo,The mamoncillo,m,{noun}
mamotreto,A huge object,m,{noun}
mampara,"panel, small movable screen",f,{noun}
mamparo,bulkhead,m,{noun}
mamut,mammoth (animal),m,{noun}
mamut lanudo,woolly mammoth,m,{noun}
maná,manna,m,{noun}
maní,peanut,m,{noun}
manía,"dislike; mania, bad habit, obsession; mania (craze, something popular at the time); mania (violent derangement)",f,{noun}
MANA,Movimiento Auténtico Nacionalista,acronym,{noun}
maníaco,maniac,m,{noun}
manada,"handful (amount held in hand); herd, pride",f; f [zoology],{noun}
Managua,Managua,,{prop}
manantial,spring (water),m,{noun}
manar,gush forth,,{v}
manatí,manatee,m,{noun}
mancebo,"juvenile; youth; bachelor; young servant, waiter",,{adj} [rare]; {noun}; {noun}; {noun}
manchú,Manchu; Manchu; Manchu language,,{adj}; {noun}; {prop}
mancha,blemish; stain,f,{noun}
manchado,spotted,,{adj}
manchar,"to sully (one's name, reputation, honour, etc.); to spot, stain, mark",vt [figuratively],{noun}; {vt}
mancillar,to besmirch,,{v}
manco,"defective, faulty; oarless, without oars; one-handed, one-armed, maimed; horse",,{adj}; {noun}; {adj}; {noun}
mancomún,"By common agreement, conjointly",adv [de mancomún],{noun}
mancomunadamente,conjointly,,{adv}
mancomunar,"To require both sides pay jointly the costs of a lawsuit; to pool, to combine",,{vt} [legal]; {vt}
mancomunidad,commonwealth,f,{noun}
mancuerna,dumbbell,fp,{noun}
manda,vow,f,{noun}
mandar,"to lead; to enjoin; to lead, to be in charge, to command; to order; to send",,{v} [dancing]; {v}; {v}; {v}; {v}
mandar a freir espárragos,tell someone to take a long walk on a short pier; go jump in the lake,v [idiomatic],{noun}
mandar a hacer puñetas,tell someone to take a long walk on a short pier; go jump in the lake,v [idiomatic],{noun}
mandarín,mandarin; Mandarin,,{adj}; {noun}
mandatario,head of state,m,{noun}
mandato,mandate,m,{noun}
mandíbula,jaw,f,{noun}
mandíbulas de la vida,jaws of life,fp,{noun}
mandil,apron,m,{noun}
mandilón,"coward, weakling; henpecked husband (powerless married man)",m; m [Mexico],{noun}
mandioca,manioc plant,f,{noun}
mandón,bossy; bossyboots,,{adj}; {noun}
mando,command; remote control,m,{noun}
mandolina,mandolin (musical instrument),f,{noun}
mandonear,to boss,,{v}
mandril,mandrill,m,{noun}
manecilla,"hand (of a clock); pointer, needle, arrow (of an instrument)",f,{noun}
manejar,to drive (a vehicle); to handle; to manage,,{v}
manejo,handling,m,{noun}
manera,way; manner,f,{noun}
mangú,"food dish consisting of mashed, cooked plantains","m [Dominican Republic, ]",{noun}
manga,sleeve; manga,f; m,{noun}
manganeso,manganese,m,{noun}
manglar,mangrove swamp,m,{noun}
mangle,mangrove,m,{noun}
mango,handle; mango,m; m [plants],{noun}
mangonear,to be bossy; to loiter; to meddle,,{v}
mangosta,mongoose,f,{noun}
mangostino,The mangosteen,m,{noun}
mangostán,The mangosteen,m,{noun}
manguera,A mango orchard; hose,f,{noun}
manguito,armband (for floating); muff (of clothing),m,{noun}
maniatar,to place in manacles,,{v}
manicomio,A medical facility for the treatment of mental health issues; an insane asylum,m,{noun}
manicura,manicure,f,{noun}
manido,trite; hackneyed,,{adj}
manifestación,demonstration,f,{noun}
manifestamente,obviously; self-evidently; manifestly,,{adv}
manifestante,demonstrator,mf,{noun}
manifestar,"to declare, express; to manifest, reveal, display, show",,{v}
manifiesto,"manifest, clear, apparent; manifesto, pronunciamento",,{adj}; {noun}
manillar,handlebar (bar for steering),m,{noun}
maniobra,maneuver,f,{noun}
maniobrar,to maneuver,,{v}
manipulación,manipulation,f,{noun}
manipulador,manipulating; manipulative; manipulator,,{adj}; {noun}
manipular,to manipulate,,{v}
maniquí,"mannequin (person who models clothes); mannequin, dummy (life-size model of the human body)",mf; m,{noun}
manirroto,spendthrift,,{adj}
manita,"diminutive form of mano, little hand",f,{noun}
manitas,diminutive form of mano; handyman,f,{noun}
maniático,"cranky, crazy; pedantic, fussy; maniac",,{adj}; {noun}
manito,"diminutive form of mano, little hand",f,{noun}
manitol,mannitol,m [organic compound],{noun}
manivela,handle,f,{noun}
manómetro,pressure gauge,m,{noun}
mano,"round; hand; hand; front foot; hand; coat; buddy, friend","f [in a game]; f [of a clock]; f [of an animal]; f [of a person]; f [of paint]; m [slang, Mexico]",{noun}
mano a mano,"A corrida in which two rival matadors alternate in fighting several bulls each; hand to hand (competition), or sometimes hand in hand (cooperation); on equal terms, close together",m,{noun}; {phrase}
mano auxiliar,helping hand,f,{noun}
mano de obra,labor (manual laborers),f,{noun}
manojo,"handful, bunch",m,{noun}
manopla,baseball glove; gauntlet (glove); mitten,"f [baseball, Nicaragua]; f; f",{noun}
manosa,mannose,f [carbohydrates],{noun}
manos a la obra,Let's get to work,v [idiomatic],{noun}
manosamina,mannosamine,f [carbohydrates],{noun}
manosear,"to fondle; to meddle with; to tamper with, or handle something ignorantly",,{v}
manotear,"to gesticulate; to slap, smack, spank",,{vi}; {vt}
manípulo,handful; maniple (all senses),"m [literary, medicine]; m",{noun}
manés,Manx,,{prop}
mansamente,"quietly, meekly, gently",,{adv}
mansedumbre,meekness,f,{noun}
mansión,estate; mansion,f,{noun}
manso,"tame, meek, not threatening",,{adj}
manta,blanket; manta ray; poncho,f,{noun}
mantarraya,manta ray,f,{noun}
manteca,fat; butter; lard,f,{noun}
mantecoso,buttery; mellow,,{adj}
mantel,tablecloth,m,{noun}
mantelería,table linen,f,{noun}
mantener,"To maintain; to keep, to preserve",,{v}
mantenida,feminine form of mantenido,f,{noun}
mantenido,"a person who does want neither work nor study, either for laze or fun, being come of age and able, and is sustained by other (even parents) or a government without a merit (see huevón); Person sustained by alimony, kept; freeloader; kept man, kept woman",,{adj} [pejorative]; {adj}; {noun}; {noun}
mantenimiento,"maintenance, support",m,{noun}
mantequera,butter dish; churn,f,{noun}
mantequero,of or pertaining to butter; butter maker,,{adj}; {noun}
mantequilla,butter,f,{noun}
mantis religiosa,praying mantis,f,{noun}
manto,"layer, surface, blanket, carpet; shroud, cloak",m,{noun}
mantra,mantra (all senses),m,{noun}
manual,manual,m,{noun}
manualmente,manually; by hand,,{adv}
manubrio,"manubrium; penis; handle, crank; handlebar; wheel","m [anatomy, zoology]; m [colloquial]; m; m [Latin America]; m",{noun}
Manuel,"male given name, derived from biblical Emanuel",,{prop}
Manuela,"female given name, feminine form of Manuel",,{prop}
manufacturar,to manufacture,,{v}
manuscrito,manuscript,m,{noun}
manutener,alternative form of mantener,,{v}
manzana,apple; city block,f,{noun}
manzana de Adán,Adam's apple,f [Latin America],{noun}
manzana de caramelo,candy apple,f,{noun}
manzanar,apple grove; place where apples are grown,m,{noun}
manzana silvestre,crabapple (fruit),f,{noun}
manzanilla,"a type of wine from Cádiz, Andalucía; camomile",f,{noun}
manzanita,diminutive form of manzana,f,{noun}
manzano,apple tree,m,{noun}
mañoso,"cranky, crazy (grouchy, irritable, easily upset); pedantic, fussy; skillful, crafty",adj [Latin America],{noun}; {adj}
mapa,map (sheet with geographical information on it),m,{noun}
mapache,raccoon (nocturnal omnivore living in Northern America),m,{noun}
mapuche,Mapuche; Mapuche,,{adj}; {noun}
mapuchino,"asshole; Chilean; indigenous man, most likely mapuches that look like a Chinese",,{adj}; {adj} [pejorative]; {adj} [pejorative]
mapuey,cush-cush; tropical herb; tuber of the same plant,m,{noun}
maqueta,demo; model (miniature representation of a physical object),f,{noun}
maquiavélico,Machiavellian,,{adj}
maquiladora,assembly plant,f,{noun}
maquillaje,makeup,m,{noun}
maquillar,to apply makeup or cosmetics,,{v}
maquillarse,"to put on makeup, to apply cosmetics",,{vr}
maquinación,"plot, machination",f,{noun}
maquinador,"deviser, plotter, machinator; Metalworker who works pieces with the use of machines",m; m [metallurgy],{noun}
maquinal,"mechanical (referring to the movements of machines); [of a person or action] mechanical, automatic (not having or showing thought or spontaneity)",,{adj}
maquinalmente,mechanically,,{adv}
maquinar,"to machinate, plot",,{v}
maquinaria,machinery,f,{noun}
maquinista,machinist,mf,{noun}
mar,sea; seaside,mf,{noun}
mara,gang,"f [El Salvador, Guatemala, Honduras, Mexico]",{noun}
María,Mary; Miriam; female given name. Spanish and Galician equivalent of Mary,,{prop} [biblical character]; {prop}
maraña,"snarl; tangle, muddle; thicket",f,{noun}
maraca,"A maraca, percussion instrument; A gay; A whore","f; f [Chile, Argentina, pejorative]; f [Chile, Argentina, pejorative]",{noun}
maraco,A gay,"m [Chile, Argentina, pejorative]",{noun}
maracuyá,passion fruit,f,{noun}
mar adentro,"offshore, out to sea",,{adv}
mar Adriático,Adriatic Sea,,{prop}
María Jesús,female given name,,{prop}
María José,female given name,,{prop}
María Magdalena,Mary Magdalene; female given name,,{prop} [biblical character]; {prop}
Mar Amarillo,Yellow Sea (Asian sea),,{prop}
marañón,cashew (fruit of the tree); cashew (tree),m,{noun}
maranta,arrowroot,f,{noun}
marasmo,marasmus,m [pathology],{noun}
maratón,marathon,m,{noun}
maratoniano,Having the characteristics of a marathon; Of or pertaining to a marathon,,{adj}
maratonista,marathon runner,mf,{noun}
maravedí,maravedi,m [historical],{noun}
maravilla,"sunflower; sunflower seed; wonder, marvel",f,{noun}
maravillar,to marvel,,{v}
maravillarse,"to marvel, to wonder",,{vr}
maravillosamente,"wonderfully, marvelously",,{adv}
maravilloso,"wonderful, marvelous",,{adj}
mar Balear,Balearic Sea,,{prop}
marbete,label; tag,m,{noun}
mar Blanco,White Sea,,{prop}
mar Báltico,Baltic Sea,,{prop}
marca,brand; mark,f,{noun}
marcado,"marked, pronounced",,{adj}
marcador,bookmark; marker; scoreboard,m,{noun}
mar Cantábrico,Cantabrian Sea,,{prop}
marcapasos,pacemaker (medical implement),m,{noun}
Marcapomacocha,Marcapomacocha,,{prop}
marcar,"to beat, make (a rhythm); to dial; to mark; to mark (in sports); to show, read, say (of a measuring device); to write down, jot down",,{v}
marca registrada,trademark,f,{noun}
Mar Caribe,Caribbean Sea,,{prop}
mar Caspio,Caspian Sea,,{prop}
Marcela,"female given name, cognate to Marcella",,{prop}
Marcelina,female given name,,{prop}
Marcelino,male given name,,{prop}
Marcelo,"male given name, equivalent to Marcellus",,{prop}
mar Celta,Celtic Sea,,{prop}
marcha,mojo; party (social gathering); departure; gear (a particular combination or choice of interlocking gears); march,"f [colloquial, Spain]; f; f; f",{noun}
marcha atlética,race walking,f [athletics],{noun}
marchar,"to leave; to function, work, run; to go, travel; to march",,{vir} [or]; {vi}; {vi}; {vi}
Marcha Real,Marcha Real (the national anthem of Spain),,{prop}
marcharse,"reflexive form of marchar To leave, to go away",,{vr}
Marchihue,Marchihue,,{prop}
marchitar,to wilt,,{v}
marchito,"wilted, faded",,{adj}
marchosa,feminine form of marchoso,f,{noun}
marchoso,"fun-loving, lively (enjoying parties); party animal",,{adj}; {noun}
marcial,martial,,{adj}
Marcial,"male given name, cognate to English Martial",,{prop}
marciano,Martian (of Mars); Martian,,{adj}; {noun}
marco,frame; mark (money),m,{noun}
marco alemán,Deutsche Mark,m,{noun}
Marcos,"Mark; male given name, cognate to Mark",,{prop} [biblical character]; {prop}
mar de Azov,Sea of Azov,,{prop}
mar de Bering,Bering Sea,,{prop}
mar de Irlanda,Irish Sea,,{prop}
mar del Norte,North Sea,,{prop}
mar de Noruega,Norwegian Sea,,{prop}
mar de Timor,Timor Sea,,{prop}
marea,tide,f,{noun}
mareado,dizzy,,{adj}
mareal,tidal,,{adj}
marear,to get dizzy; to dizzy; to sicken,,{vr}; {v}; {v}
marea roja,red tide,f,{noun}
Marechal,Spanish surname,,{prop}
mar Egeo,Aegean Sea,,{prop}
maremoto,seaquake,m [geology],{noun}
mareo,"vertigo, dizziness",m,{noun}
marfil,ivory,m,{noun}
marfileño,Ivorian; Ivorian,,{adj}; {noun}
margajita,"marcasite, white iron pyrites",f,{noun}
margarita,daisy; margarita (cocktail),f,{noun}
Margarita,"female given name, meaning Daisy, cognate to English Margaret",,{prop}
margarita común,daisy,f,{noun}
margaxita,alternative spelling of margajita,f,{noun}
margen,"margin, edge",m,{noun}
marginado,"ostracized, cast out; outsider, outcast",,{adj}; {noun}
marginal,marginal,,{adj}
marginar,to exclude,,{v}
margrave,A margrave,m,{noun}
mariache,rare spelling of mariachi,m,{noun}
mariachi,A mariachi band; A musician in such a band; A traditional form of music from the Mexican state of Jalisco; An instrumental ensemble accompanying other types of popular Mexican dance and song,"m; m [by extension, Mexico]",{noun}
Mariana,"female given name, cognate to the English Mariana",,{prop}
marianismo,"the concept, found in Latin American folk culture, that a virtuous woman should emulate the Virgin Mary as closely as possible (in terms of piousness, sexual purity, modesty, etc.)",m,{noun}
Mariano,"male given name, cognate to Italian Mariano",,{prop}
marica,magpie; poof; fag; faggot (homosexual man),"f; m [slang, pejorative]",{noun}
maricantunga,"gay, whore",,"{adj} [pejorative, slang]"
maricón,"asshole, coward, irresponsible husband or father (mean or rude person); coward; (effeminate boy) girl; homosexual man, queer, faggot",m [Chile]; m; m; m [pejorative],{noun}
maricona,"feminine form of maricón; female homosexual, lesbian",f; f [pejorative],{noun}
mariconcito,"little faggot, fagboy",m [diminutive sometimes pejorative],{noun}
mariconeo,gay sex,m [pejorative],{noun}
mariconería,faggotry,f [vulgar],{noun}
maricota,"effeminate; homosexual, gay",,{adj}; {adj} [pejorative]
maridablemente,conjugally,,{adv}
maridar,to marry; to combine,,{v} [rare]; {v}
marido,husband,m,{noun}
mariguana,alternative spelling of marihuana,f,{noun}
marihuana,marijuana,f,{noun}
marihuanera,"Female form of marihuanero; a female stoner, pothead, weedhead",f,{noun}
marihuanero,"weedhead, pothead, stoner",m,{noun}
marimacho,"tomboy, dyke, lesbian, manwoman","f [pejorative, vulgar]",{noun}
marimba,marimba,f,{noun}
marina,navy,f,{noun}
Marina,"female given name, cognate to English Marina",,{prop}
marinar,"to marinate, to marinade",,{v}
marinero,sailor,m,{noun}
marino,"marine, nautical; sailor",,{adj}
Mario,"male given name, cognate to Marius",,{prop}
marionas,marionberry,f,{noun}
marionberi,marionberry,f,{noun}
marioneta,"marionette, puppet",f,{noun}
mariposa,a butterfly; a male homosexual,f; f [slang],{noun}
mariquita,"ladybird (Commonwealth exc. Canada), ladybug (US, Canada); queer, faggot (US), poof (UK)",f; f [slang],{noun}
mariscada,seafood platter,f,{noun}
mariscal,marshal; quarterback; seafood dish,m,{noun}
marisco,edible shellfish or alga,m,{noun}
mariscos,seafood,mp,{noun}
marisma,"saltwater marsh, tideland marsh",f,{noun}
marisquería,seafood store,f,{noun}
Mar Jónico,Ionian Sea (European sea),,{prop}
marmita,pressure cooker,f,{noun}
marmitako,"A stew made with tuna, potatoes, onions, pepper and tomato",m,{noun}
marmolado,marbled,,{adj}
marmosa,marmoset,f,{noun}
marmota,marmot,f,{noun}
Marín,"Spanish surname, meaning marine or sailor",,{prop}
mar Negro,Black Sea,,{prop}
marojo,red-berried mistletoe (Viscum cruciatum),m,{noun}
maroma,circus stunt; rope,f,{noun}
marquesa,marchioness,f,{noun}
Marquito,A diminutive of the male given name Marcos. It is generally associated with a child and can be translated in English as little Marcos,,{prop}
marqués,marquess,m,{noun}
marrano,pig (disgusting person); pig,"m [colloquial, pejorative]; m",{noun}
marraqueta,"bread type, common in Chile, Uruguay, Perú and Argentina",m,{noun}
marrar,to miss,,{v}
marrón,brown (colour); brown (colour); bug; bitch (something annoying),,{adj}; {noun}; {noun}
Mar Rojo,Red Sea (sea between Africa and Arabia),,{prop}
marroquí,Moroccan; Moroccan,,{adj}; {noun}
marrubio,horehound (Marrubium vulgare),m,{noun}
Marruecos,Morocco (country),,{prop}
marrullero,devious,,{adv}
marshalés,Marshallese; Marshallese (person); Marshallese (language),,{adj}; {noun}; {prop}
marsupial,marsupial; marsupial,,{adj}; {noun}
marta,marten,f,{noun}
Marta,"Martha; female given name, cognate to Martha",,{prop} [biblical character]; {prop}
Marte,Mars,,{prop}
martes,Tuesday,m,{noun}
martillar,to hammer,,{v}
martillazo,blow with a hammer,m,{noun}
martilleo,hammering,m,{noun}
martillo,malleus; hammer; auction house; hammer,m [anatomy]; m [athletics]; m; m,{noun}
martillo de agua,water hammer,m [physics],{noun}
martillo neumático,jackhammer,m,{noun}
martillo perforador,jackhammer,m,{noun}
martillo sacaclavos,claw hammer,m,{noun}
marítimo,maritime,,{adj}
Martina,"female given name, cognate to English Martina",,{prop}
martinete,a type of Flamenco chant; black-crowned night heron (nycticorax nycticorax); hammer (of a piano); large forge hammer,f,{noun}
