Spanish Word,Translation,Prevalence,Gender,Part-of-Speech
hidroxicloroquina,hydroxychloroquine,0.34,F,NOUN
hidráulico,hydraulic,0.34,,ADJ
hidrógeno,hydrogen,0.87,M,NOUN
hidrópico,"dropsical, hydropic",0.34,,ADJ
hiedra,ivy,0.75,F,NOUN
hiel,"bile, gall",0.53,F,NOUN
hiela,"ice, freeze, to freeze",0.71,M,NOUN
hielard,hielard,0.34,,PROPN
hielo,ice,0.99,M,NOUN
hiena,hyena,0.34,,PROPN
hier,"hurt, hier",0.34,,ADV
hierba,grass,0.98,F,NOUN
hierro,iron,0.96,M,NOUN
hifi,"hifi, hi-fi",0.54,,PROPN
higado,liver,0.34,,ADJ
higgs,"higgs, higgs boson",0.4,,VERB
higiene,hygiene,0.89,F,NOUN
higiénico,hygienic,0.81,,ADJ
higo,fig,0.72,M,NOUN
higuaín,higuain,0.34,,PROPN
higuera,fig tree,0.84,F,NOUN
hij,"son, hij, sikh",0.61,,PROPN
hija,"daughter, bitch",0.98,F,NOUN
hijaputa,motherfucker,0.34,F,NOUN
hijastra,"stepson, stepdaughter",0.86,F,NOUN
hijito,"sonny, little son",0.71,M,NOUN
hijo,"son, child",0.99,M,NOUN
hijoputa,motherfucker,0.34,M,NOUN
hijueputa,"son of a bitch, hijueputa",0.34,F,NOUN
hila,"spin, to spin, hila",0.4,F,NOUN
hilacha,"hilacha, loose thread",0.34,F,NOUN
hilado,"egg, yarn",0.54,,ADJ
hilar,spin,0.34,,VERB
hilaridad,hilarity,0.4,F,NOUN
hilario,"hilary, hilario",0.34,,ADJ
hilary,hilary,0.54,,VERB
hilda,hilda,0.34,,PROPN
hilderbrandt,hilderbrandt,0.34,F,NOUN
hildeson,hildeson,0.34,F,NOUN
hilera,"row, jet, spinneret, spinnerette",0.86,F,NOUN
hilfiger,hilfiger,0.4,,VERB
hilillo,"trickle, bundle, yarn",0.4,M,NOUN
hilito,"trickle, thread",0.34,M,NOUN
hilla,"hilla, coal",0.4,F,NOUN
hillary,"to find, hillary",0.76,M,NOUN
hillcasts,hillcasts,0.34,,PROPN
hilo,thread,0.96,M,NOUN
hilton,hilton,0.8,,PROPN
hilvanado,basting,0.34,,ADJ
hilvanar,baste,0.34,,VERB
him,"gym jazz, him",0.61,,DET
himachal,himachal,0.34,,VERB
himalaya,"himalaya, himalayas, the himalayas",0.89,,PROPN
himalayas,"himalayan, himalayas",0.66,,PROPN
himansu,himansu,0.34,M,NOUN
himars,"himars, to spin",0.56,M,NOUN
himen,hymen,0.34,,PROPN
himeneo,"hymen, hymeneum",0.34,,ADJ
himmler,himmler,0.34,,VERB
himnario,hymnal,0.34,,ADJ
himno,"hymn, anthem",0.85,M,NOUN
hina,hina,0.34,,PROPN
hinayana,"hinayana, french guiana",0.86,,ADV
hincado,"hincado, kneeling",0.34,,ADJ
hincapié,emphasis,0.91,F,NOUN
hincha,"supporter, fan",0.4,F,NOUN
hinchado,swollen,0.66,,ADJ
hinchar,"inflate, puff up, to inflate",0.4,,VERB
hincharse,swell,0.34,,VERB
hincharte,"swell, swell up",0.34,,VERB
hinchazón,swelling,0.66,F,NOUN
hinche,"inflate, swell",0.34,,PRON
hinckley,hinckley,0.34,,PROPN
hindenburg,hindenburg,0.34,,PROPN
hindu,"Hindu, hindu",0.34,,PROPN
hindues,"Hindu, hindu",0.34,,PROPN
hinduismo,"hindu, Hinduism, hinduism",0.96,M,NOUN
hinduista,"hinduism, Hindu, hinduist",0.8,F,NOUN
hinduísmo,"Hinduism, hinduism",0.34,M,NOUN
hindú,"Hindu, hindu",0.92,F,NOUN
hingwan,hingwan,0.34,,PROPN
hinkypunks,hinkypunks,0.4,,PROPN
hinüber,hinüber,0.61,,AUX
hip,"hip, hic",0.89,M,NOUN
hipalita,hypalite,0.34,,PROPN
hipar,hiccup,0.34,,VERB
hiparco,"hipparchus, hiccup",0.34,M,NOUN
hiper,"large supermarket, hyper",0.54,M,NOUN
hiperabundacia,hyperabundance,0.34,F,NOUN
hiperactividad,hyperactivity,0.4,F,NOUN
hiperactivo,hyperactive,0.34,,ADJ
hiperbólico,hyperbolic,0.34,,ADJ
hipercapitalismo,hypercapitalism,0.34,M,NOUN
hiperconectado,hyperconnected,0.73,,ADJ
hipercor,hypercor,0.34,M,NOUN
hipercrítica,"hypercriticism, hypercritical",0.4,F,NOUN
hipercualificado,"overqualified, hyperqualified",0.34,,ADJ
hiperdesarrollado,overdeveloped,0.34,,ADJ
hiperdesarrollo,hyperdevelopment,0.34,,PROPN
hiperespecialización,hyperspecialization,0.34,F,NOUN
hiperformado,hyperformed,0.34,M,NOUN
hiperglobalizado,hyperglobalized,0.34,,ADJ
hiperinflación,hyperinflation,0.73,F,NOUN
hiperinteligente,hyperintelligent,0.34,F,NOUN
hiperion,"hyperion, actor",0.4,,PROPN
hiperlegislación,hyperlegislation,0.34,F,NOUN
hiperlink,hyperlink,0.34,,SPACE
hiperlinks,hyperlinks,0.34,,PROPN
hiperlocalizar,"hyperlocalize, hyperlocate",0.34,,VERB
hiperloop,"hyperloop, hypernova",0.4,F,NOUN
hipermercado,"large supermarket, hypermarket",0.4,M,NOUN
hipermervado,"hypermervate, hypermerved",0.34,,ADJ
hiperparatiroidismo,hyperparathyroidism,0.34,M,NOUN
hiperrealismo,hyperrealism,0.34,M,NOUN
hipersegmentación,hypersegmentation,0.34,,PROPN
hipersensibilidad,hypersensitivity,0.34,F,NOUN
hipersónico,hypersonic,0.34,,ADJ
hipertecnologizado,"hypertechnology, hypertechnologicalized",0.34,,ADJ
hipertensión,"hypertension, high blood pressure",0.4,F,NOUN
hipertextualidad,"hypertextuality, hypertext",0.34,F,NOUN
hipertiroidismo,hyperthyroidism,0.34,M,NOUN
hipertrofia,hypertrophy,0.54,F,NOUN
hipertrofiado,hypertrophied,0.34,,ADJ
hipertrofiar,hypertrophy,0.34,,VERB
hipervalorado,"overrated, hypervalued",0.34,,ADJ
hipmojo,"hipmojo, fennel",0.53,M,NOUN
hipnagogico,hypnagogic,0.34,,ADJ
hipnotismo,hypnotism,0.34,M,NOUN
hipnotizado,"to hypnotize, hypnotized",0.62,,ADJ
hipnotizar,hypnotize,0.34,,VERB
hipnótico,hypnotic,0.66,,ADJ
hipo,"hiccup, hiccups",0.53,M,NOUN
hipocondríaco,"hypochondriac, hypochondriacal",0.53,,ADJ
hipocraticamente,"hypocratically, hippocratically",0.34,,ADV
hipocresía,hypocrisy,0.9,F,NOUN
hipocrático,"hippocratic, Hippocratic",0.34,,ADJ
hipodérmico,hypodermic,0.34,,ADJ
hipoglucemia,hypoglycemia,0.34,F,NOUN
hipogrifo,"hippogriff, halibut",0.91,M,NOUN
hipogrífica,"hypogrific, hypogryphic",0.34,F,NOUN
hipopótamo,hippopotamus,0.54,M,NOUN
hipoteca,mortgage,0.83,F,NOUN
hipotecado,"to mortgage, mortgaged",0.4,,ADJ
hipotecar,mortgage,0.34,,VERB
hipotecaria,"mortgage, mortgage debenture",0.54,F,NOUN
hipotecario,mortgage,0.74,,ADJ
hipotecariopremium,"premiummortgage, mortgagepremium",0.34,,PROPN
hipotecaspremium,"premium mortgages, premiummortgages",0.34,F,NOUN
hipotermia,hypothermia,0.61,F,NOUN
hipoteticamente,hypothetically,0.34,,ADV
hipotetico,hypothetical,0.61,,ADJ
hipotiroidismo,hypothyroidism,0.34,M,NOUN
hipotérmico,"hypothermic, hypodermic",0.61,,ADJ
hipotéticamente,hypothetically,0.74,,ADV
hipotético,"hypothesis, hypothetical",0.88,,ADJ
hippel,hippel,0.34,,ADJ
hipérbaton,hyperbaton,0.34,M,NOUN
hipérbole,hyperbole,0.61,,PRON
hipó,"hiccup, hypo",0.34,M,NOUN
hipócritamente,hypocritically,0.34,,ADV
hipódromo,racecourse,0.65,M,NOUN
hipólito,"hippolytus, hippolyte",0.34,,PROPN
hiram,hiram,0.34,F,NOUN
hircano,"sister, hircan, hyrcanian",0.61,M,NOUN
hirohito,hirohito,0.34,,ADJ
hirokazu,hirokazu,0.34,,SPACE
hiroshima,hiroshima,0.74,F,NOUN
hirschbiegel,hirschbiegel,0.53,,PROPN
hirsuta,"bristly, hirsute, hirsuta",0.53,,PROPN
hirsuto,hirsute,0.34,,ADJ
his,his,0.88,,PROPN
hisamatsu,hisamatsu,0.34,M,NOUN
hispamail,hispamail,0.34,,PROPN
hispanic,hispanic,0.34,,PRON
hispanidad,"hispanidad, spanishness",0.34,F,NOUN
hispanismo,"hispanism, word peculiar to spain, hispanismo",0.74,M,NOUN
hispanista,hispanist,0.34,F,NOUN
hispano,"hispanic, spanish, Spanish",0.74,,ADJ
hispanoamericano,"Spanish-American, spanish american",0.53,,ADJ
hispanohablante,"Spanish-speaking, spanish-speaking",0.63,,ADV
histeria,hysteria,0.86,F,NOUN
histeriaaaa,"hysteriaaaa, hysteria",0.34,F,NOUN
histerismo,"hysterism, hysteria",0.34,M,NOUN
histidina,histidine,0.34,F,NOUN
historia,history,1.0,F,NOUN
historiador,historian,0.91,M,NOUN
historiadora,historian,0.74,F,NOUN
historiae,"historiae, history, record",0.65,F,NOUN
historiaeditar,historyedit,0.34,,VERB
historial,"history, record",0.91,M,NOUN
historical,"history, record, historical",0.85,F,NOUN
historicamente,historically,0.53,,ADV
historicidad,historicity,0.85,F,NOUN
historicismo,historicism,0.61,M,NOUN
historieta,"comic strip, cartoon, comic",0.53,F,NOUN
historiografía,historiography,0.81,F,NOUN
historiográfico,historiographic,0.34,,ADJ
historische,"history, historische",0.53,F,NOUN
historía,history,0.61,F,NOUN
histrionismo,histrionics,0.34,M,NOUN
histrión,"histrion, actor",0.34,M,NOUN
histriónico,histrionic,0.34,,ADJ
histéricamente,hysterically,0.53,,ADV
histérico,hysterical,0.7,,ADJ
históricamente,historically,0.92,,ADV
histórico,"historical, library",0.98,,ADJ
hit,hit,0.83,M,NOUN
hitachi,"hitachi, loose thread",0.61,M,NOUN
hithoel,hithoel,0.61,,SPACE
hitita,"hittite, Hittite",0.61,F,NOUN
hitler,"cooler, hitler",0.94,,INTJ
hitleriano,"hitlerian, Hitlerian, hitler",0.53,,ADJ
hito,"milestone, landmark",0.89,M,NOUN
hitsongscience,hitsongscience,0.61,,PROPN
hittler,hittler,0.34,,VERB
hivanado,hivanado,0.34,M,NOUN
hive,"hived, hive, to make",0.53,F,NOUN
hiyab,hijab,0.34,M,NOUN
hj,hj,0.34,,DET
hlothram,hlothram,0.53,,PROPN
hm,"hm, hmm",0.88,,AUX
hms,"hms, who",0.65,,DET
hn,hn,0.53,,SPACE
ho,ho,0.84,,INTJ
hoa,"hello, hoa",0.34,,SPACE
hoax,"hoax, leaf",0.65,,ADJ
hob,"hob, ; maybe hob., snobbish",0.76,,AUX
hobart,hobart,0.34,M,NOUN
hobbit,"hobbit, hobby",0.97,M,NOUN
hobbiton,hobbiton,0.92,,PROPN
hobo,hobo,0.34,M,NOUN
hobre,"poor, man",0.34,,ADP
hoc,"ad hoc, hoc",0.84,,ADP
hochman,"hochman, hochmann",0.34,,PROPN
hochul,hochul,0.98,,PROPN
hocico,"muzzle, snout",0.83,M,NOUN
hociqueo,snout,0.34,,ADJ
hockey,"hockey, field hockey",0.81,M,NOUN
hoders,hoders,0.34,,PROPN
hodgson,hodgson,0.34,F,NOUN
hodl,hodl,0.34,,VERB
hodler,hodler,0.34,,PROPN
hofc,hofc,0.34,,PROPN
hoffman,"hoffmann, hoffman",0.74,,PROPN
hoga,"leaf, hoga, home",0.53,F,NOUN
hogar,"home, presented",0.97,M,NOUN
hogareña,"home-loving, home, homely",0.61,F,NOUN
hogareño,"home-loving, home, homelike",0.63,M,NOUN
hogarpremium,"homepremium, hogarpremium",0.65,,PROPN
hogaza,loaf,0.34,M,NOUN
hogaño,"today, home",0.34,M,NOUN
hogen,"hogen, home",0.61,,PROPN
hoguera,bonfire,0.93,,DET
hogwag,"hogwag, home",0.61,M,NOUN
hoja,"leaf, sheet",0.95,F,NOUN
hojalata,"tinplate, tin",0.65,,PROPN
hojaldre,puff pastry,0.34,M,NOUN
hojarasca,"fallen leaves, leaf litter, litter",0.65,F,NOUN
hojear,"browse, leaf through, to leaf through",0.53,,VERB
hojearlos,"leaf through them, browse them",0.34,,VERB
hojita,"leaflet, host, little leaf",0.53,F,NOUN
hola,hello,0.98,,PROPN
holandesa,"Dutch, dutch",0.89,F,NOUN
holandesea,"Dutch, dutch",0.34,F,NOUN
holandska,holandska,0.34,,VERB
holandés,"Dutch, dutch",0.87,M,NOUN
holbytla,holbytla,0.72,M,NOUN
holdea,"holter monitor, holdea",0.53,,PROPN
holdear,"holdear, to bake, hold",0.61,,VERB
holder,holder,0.34,,PROPN
hole,"cámara pin-hole, hole",0.65,M,NOUN
holení,"holeni, holení",0.34,,VERB
holgazaneado,"lazy, loitering",0.34,,ADJ
holgazanear,"laze, loiter",0.34,,VERB
holgazanería,"laziness, idleness",0.53,F,NOUN
holger,holger,0.61,F,NOUN
holismo,holism,0.61,M,NOUN
holladay,"brood, holladay",0.61,F,NOUN
holland,"holland, el hoek van",0.61,,PROPN
holliman,"holliman, hollyman",0.34,,PROPN
hollin,"hollin, soot",0.34,,ADJ
hollywood,hollywood,0.94,,PROPN
hollín,soot,0.72,M,NOUN
holmann,holmann,0.34,,PROPN
holmyard,holmyard,0.34,,PROPN
holocasuto,"holocasuto, holocaust",0.34,,ADJ
holocausto,"burnt offering, holocaust",0.88,M,NOUN
holocrático,holocratic,0.34,,ADJ
holograma,hologram,0.53,M,NOUN
hologramático,hologrammatic,0.34,,ADJ
holotúrido,"holothurine, holothuride",0.34,,PRON
holstein,holstein,0.34,,PROPN
holsti,"holsty, holsti",0.34,,PROPN
holton,holton,0.34,,SPACE
holtzendorff,holtzendorff,0.34,F,NOUN
holístico,holistic,0.53,,ADJ
hom,"hom, boom, man",0.65,,PROPN
hombre,"male, man",1.0,M,NOUN
hombrecillo,"humulus lupulus, little man",0.77,M,NOUN
hombrelobo,werewolf,0.34,M,NOUN
hombretón,big man,0.34,M,NOUN
hombro,shoulder,0.96,M,NOUN
home,"run, home",0.94,,PROPN
homeland,"homelands, homeland",0.34,,PROPN
homelandz,homelandz,0.34,,PROPN
homenaje,tribute,0.92,M,NOUN
homenajeado,honoree,0.34,M,NOUN
homenajear,honor,0.34,,VERB
homenajeó,"honored, to honor",0.61,,PROPN
homero,homer,0.84,M,NOUN
homes,"homes, home",0.34,,PROPN
homewear,"to play the man, homewear",0.53,,VERB
homicida,"murderer, homicide, homicidal",0.67,F,NOUN
homicidio,homicide,0.89,M,NOUN
homicido,"homicide, homicidal",0.34,M,NOUN
homini,"homini, hominid",0.69,,ADV
hominibus,"hominibus, bus",0.53,,PROPN
hommel,"hommel, hotel",0.53,,PROPN
homofobia,homophobia,0.34,,PROPN
homogeneidad,homogeneity,0.69,F,NOUN
homogeneizado,"homogenized, standardized",0.34,,ADJ
homogeneizar,"homogenize, to homogenize",0.53,,VERB
homogenidad,homogeneity,0.34,F,NOUN
homogéneo,homogeneous,0.65,,ADJ
homogéneos,homogeneous,0.34,,ADV
homologación,"homologation, endorsement",0.65,F,NOUN
homologado,approved,0.65,,ADJ
homologar,homologate,0.34,,VERB
homología,homology,0.34,,PROPN
homosexualidad,homosexuality,0.74,F,NOUN
homs,"homs, who",0.67,,PROPN
homínido,hominid,0.53,M,NOUN
homóloga,"homologous, counterpart",0.34,F,NOUN
homólogo,"equivalent, counter part, counterpart, opposite colleague, opposite number",0.98,,ADJ
homónimo,"namesake, homonymous, homonym",0.74,,ADJ
hon,hon,0.34,,PROPN
hondamente,"deeply, honestly",0.74,,ADV
hondo,deep,0.89,,ADJ
hondt,hondt,0.34,F,NOUN
hondura,"depth, hondura",0.65,F,NOUN
honduras,honduras,0.88,,PROPN
hondureño,"Honduran, honduran",0.34,,ADJ
honestamente,honestly,0.79,,ADV
honestidad,"integrity, honesty",0.88,F,NOUN
honesto,"honorable, honest",0.89,,ADJ
honeywell,honeywell,0.73,,PRON
hongkonés,"hong kong, Hong Kong",0.34,,ADJ
hongo,"mushroom, fungus",0.76,M,NOUN
hongwu,hongwu,0.34,F,NOUN
honolulu,honolulu,0.53,M,NOUN
honor,"honor, honour",0.96,M,NOUN
honorabilidad,"repute, honorableness, honorability",0.53,F,NOUN
honorablemente,honorably,0.34,,ADV
honorario,"fee, honorary",0.91,,ADJ
honorífico,"honorific, honorary",0.53,M,NOUN
honradamente,honestly,0.56,,ADV
honradez,"trustworthy., honesty",0.78,F,NOUN
honrado,"honored, honouree, honest",0.86,,ADJ
honrar,honor,0.81,,VERB
honrarlas,honor them,0.34,,VERB
honrarnos,honor us,0.34,,VERB
honrarte,honor you,0.34,,VERB
honro,honor,0.61,M,NOUN
honroso,honorable,0.53,,ADJ
honrradamente,honestly,0.34,,PUNCT
honónimo,"namesake, honoronym",0.34,,ADJ
hoogland,"hoogland, glans",0.61,,PROPN
hooijer,hooijer,0.34,,VERB
hooker,"field hockey, hooker",0.53,,PROPN
hootsuite,hootsuite,0.53,,PROPN
hoover,hoover,0.69,,VERB
hope,"eso espero, hope",0.74,,PROPN
hopper,"holter monitor, hopper",0.53,,PROPN
hora,"time, hour",0.99,F,NOUN
horacio,"horace, horacio",0.98,M,NOUN
horadación,drilling,0.34,F,NOUN
horadar,"bore, pierce",0.34,,VERB
horario,"schedule, hourly",0.95,M,NOUN
horda,"orda, horde",0.89,F,NOUN
horizon,"concrete, horizon",0.76,M,NOUN
horizontalidad,"flatness, horizontality",0.61,F,NOUN
horizontalizar,"horizontalize, horizontal",0.53,,VERB
horizontalmente,horizontally,0.61,,ADV
horma,last,0.34,F,NOUN
hormiga,ant,0.72,F,NOUN
hormigueo,"pins and needles, tingle, tingling",0.45,,ADJ
hormiguero,"anthill, ant's nest",0.69,M,NOUN
hormiguita,"little ant, ant",0.34,,PROPN
hormigón,concrete,0.81,M,NOUN
hormona,hormone,0.69,F,NOUN
hormonal,hormonal,0.53,F,NOUN
horn,horn,0.34,,PROPN
horna,oven,0.69,,PROPN
hornacina,niche,0.53,F,NOUN
hornada,"baking, batch",0.61,F,NOUN
hornby,"oven, hornby",0.61,F,NOUN
horneado,"baking, baked, cooking time",0.69,,ADJ
hornear,"bake, to bake",0.86,,VERB
hornillo,"burner, stove",0.65,M,NOUN
horno,"kiln, oven",0.95,M,NOUN
horowitz,horowitz,0.34,,PROPN
horqueta,"pitchfork, fork",0.34,F,NOUN
horquilla,"bobby pin, fork",0.65,,PROPN
horrendo,"horrendous, horrific",0.76,M,NOUN
horriblemente,horribly,0.8,,ADV
horripila,"horripila, creepy",0.34,,PROPN
horror,horror,0.94,M,NOUN
horrorice,"horrify, horrorice",0.34,F,NOUN
horrorizar,"horrify, horror",0.34,,VERB
horrorizarse,be horrified,0.34,,VERB
horrorosamente,"dreadfully, horrifyingly",0.34,,ADV
horroroso,"horrifying, horror, horrific",0.83,,ADJ
horrísona,"horrible, horrifying",0.34,F,NOUN
horse,horse,0.34,,VERB
horst,horst,0.34,,VERB
hortelano,"gardener, truck farmer, market gardener",0.74,,ADJ
hortensia,hydrangea,0.53,,PROPN
horticultura,horticulture,0.61,F,NOUN
hortofrutícolas,"hortofrutícolas, horticultural",0.34,,VERB
hortolanus,hortolanus,0.34,,PROPN
horton,horton,0.34,,PROPN
horwitz,horwitz,0.61,F,NOUN
horyuji,horyuji,0.34,M,NOUN
hosco,"sullen, surly",0.76,,ADJ
hoshi,hoshi,0.34,F,NOUN
hosni,"oven, hosni",0.69,,PROPN
hosp,"hosp, hospital",0.82,,ADV
hospeda,"hosts, host, to provide with accommodations",0.53,F,NOUN
hospedador,host,0.34,M,NOUN
hospedaje,"lodging, accommodation, hosting, accommodations",0.78,M,NOUN
hospedar,"accommodate, host, to provide with accommodations",0.61,,VERB
hospedarse,"stay at, lodge",0.34,,VERB
hospede,"host, to provide with accommodations",0.53,F,NOUN
hospital,"nights, hospital",0.99,M,NOUN
hospitalario,"hospitable, hospital",0.76,,ADJ
hospitalidad,hospitality,0.78,F,NOUN
hospitalist,hospitalist,0.34,F,NOUN
hospitalización,hospitalization,0.92,F,NOUN
hospitalizada,"to hospitalize, hospitalized",0.6,M,NOUN
hospitalizado,"to hospitalize, hospitalized, hospitalised",1.0,,ADJ
hosquedad,"sullenness, surliness",0.34,F,NOUN
host,"host, hot dog",0.74,,PROPN
hostal,"cheap hotel, lodging house, guesthouse",0.69,M,NOUN
hostel,hostel,0.34,M,NOUN
hosteleria,"hostelry, hosteleria",0.34,F,NOUN
hostelero,hotelier,0.34,M,NOUN
hostels,"hostel, hostels",0.34,F,NOUN
hostia,"host, communion wafer",0.78,,PROPN
hostigamiento,"harrassment, harassment",0.97,M,NOUN
hostigar,"harass, to bother",0.6,,VERB
hostilidad,hostility,0.88,F,NOUN
hostilmente,hostilely,0.34,,ADV
hosting,"holding company, hosting",0.86,M,NOUN
hotel,hotel,0.98,M,NOUN
hotelchatter,hotelchatter,0.34,,VERB
hotelero,"hotelkeeper, hotelier, hotel",0.77,M,NOUN
hotelimpresionante,"amazing hotel, hotelimpressive",0.34,,ADV
hotelito,"detached house, little hotel, hotelito",0.53,M,NOUN
hotfile,hotfile,0.33,,PROPN
hotmail,"email, hotmail",0.82,,PROPN
hotspot,hotspot,0.33,,PUNCT
house,"house, home, acid house",0.94,,SPACE
houston,houston,0.89,,SPACE
hove,hove,0.33,M,NOUN
hovland,"hovland, holland",0.6,,SPACE
howart,howart,0.33,,VERB
howell,howell,0.33,,PROPN
howler,"howler, to tread",0.72,,VERB
hoy,today,1.0,,ADV
hoya,"hoya, pit",0.33,F,NOUN
hoyo,"planting on the square, hole, square system of planting",0.79,M,NOUN
hoyuelo,dimple,0.53,M,NOUN
hp,"#!, hp",0.91,,NUM
hra,hra,0.33,,PROPN
hristo,hristo,0.33,M,NOUN
hrum,"smoke, hrum",0.53,,PROPN
hrundil,hrundil,0.33,,PROPN
hrívë,hrívë,0.56,,PROPN
hsbc,"broad bean, hsbc",0.6,,PROPN
hsdpa,hsdpa,0.33,,PROPN
hsi,hsi,0.33,,PROPN
hsu,hsu,0.33,,PROPN
hsuan,hsuan,0.33,F,NOUN
ht,ht,0.6,,SYM
htar,htar,0.33,,VERB
htc,"htc, html",0.82,,PROPN
htm,htm,0.33,,PROPN
html,html,0.87,,PROPN
htv,"html, htv",0.52,M,NOUN
hu,"huh, hu",0.78,,PROPN
hua,"hua, hula-hula, whoa",0.6,,PROPN
huachicoleo,huachicoleo,0.33,M,NOUN
huamanga,huamanga,0.33,,PROPN
huamno,"human, huamno",0.33,F,NOUN
huang,"pre-columbian tomb, huang",0.6,,PROPN
huangdi,"huangdi, to screw up",0.72,,SPACE
huargo,"huargo, direwolf",0.33,M,NOUN
huaxia,huaxia,0.33,F,NOUN
huayno,huayno,0.33,M,NOUN
hubbard,"hubbard, burdock",0.72,,PROPN
huber,huber,0.33,,SPACE
hubert,hubert,0.74,,PROPN
hubiera,"it would, had, would have, they haven't hadn't arrived",0.99,,AUX
hubierais,"you would have, would have, they haven't hadn't arrived",0.74,,AUX
hubieramos,"we would have, they haven't hadn't arrived",0.76,,AUX
hubieran,"they would have, had, would have, they haven't hadn't arrived",0.97,,AUX
hubieras,"you would have, they haven't hadn't arrived",0.92,,AUX
hubiere,"would have, hubiere",0.33,,AUX
hubieron,"there were, they haven't hadn't arrived, they had",0.89,,AUX
hubiese,"it would, would have, they haven't hadn't arrived",0.98,,AUX
hubieseis,"hubieseis, you would have, they haven't hadn't arrived",0.6,,AUX
hubiesemos,"we would have, they haven't hadn't arrived",0.6,,AUX
hubiesen,"they would have, would have, they haven't hadn't arrived",0.93,,AUX
hubieses,"you would have, they haven't hadn't arrived",0.84,,AUX
hubiste,you had,0.33,,AUX
hubiéramos,"we would have, we had not, they haven't hadn't arrived",0.87,,AUX
hubiésemos,"we would have, they haven't hadn't arrived",0.84,,AUX
hublot,hublot,0.33,M,NOUN
hubo,"there was, there",0.99,,AUX
huc,huc,0.33,,ADP
hucha,"moneybox, piggy bank",0.65,F,NOUN
hudini,hudini,0.33,F,NOUN
hudson,"hudson, el río",0.81,,PROPN
hue,"hue, hula-hula",0.52,,PROPN
hueco,hollow,0.94,M,NOUN
huelga,strike,0.97,F,NOUN
huella,"footprint, fingerprint",0.94,F,NOUN
huelva,"for harry, huelva, smell",0.81,,PROPN
huequecito,little hole,0.33,,ADJ
huequito,"hole, little hole",0.33,,ADJ
huerfana,orphan,0.33,F,NOUN
huerga,"strike, huerga",0.52,F,NOUN
huerta,"garden, vegetable garden, orchard, vegetable plot",0.87,F,NOUN
huertecillo,"vegetable garden, orchard",0.33,,ADJ
huerto,"kitchen garden, herb garden, vegetable garden, vegetable patch, garden",0.88,M,NOUN
huesca,"washer, huesca",0.69,,PROPN
huesecillo,"ossicle, uesecillo",0.33,M,NOUN
hueso,bone,0.92,M,NOUN
huesped,guest,0.33,F,NOUN
hueste,host,0.85,F,NOUN
huesudo,bony,0.6,M,NOUN
huevito,"egg, little egg",0.33,M,NOUN
huevo,egg,0.96,M,NOUN
huffington,"washington, huffington",0.74,,PROPN
hughes,hughes,0.74,,SPACE
hugo,"smoke, hugo",0.87,,PROPN
hugonote,"Huguenot, huguenot",0.33,,INTJ
hui,"to flee, hui, i ran away",0.72,,PROPN
huid,"to flee, flee",0.66,F,NOUN
huida,"flight, escape",0.91,F,NOUN
huidobro,huidobro,0.33,M,NOUN
huiguo,"huiguo, shy",0.52,M,NOUN
huila,huila,0.33,,PROPN
huineng,"huineng, that troublemaker",0.52,,PROPN
huir,"to flee, flee",0.94,,VERB
huirlin,"run away, huirlin",0.33,,PROPN
huiós,"huiós, you fled",0.33,,PROPN
hujus,hujus,0.33,,ADJ
hule,rubber,0.33,M,NOUN
hulk,"oilcloth, hulk",0.6,,PROPN
hull,"hüll, hull",0.6,,PROPN
hum,"hmm, hum, bang",0.88,,PROPN
humabon,humabon,0.33,,PROPN
humabón,humabon,0.33,,PROPN
human,"human, the human condition",0.85,,PROPN
humanado,humanized,0.33,,ADJ
humanamente,humanly,0.77,,ADV
humanay,"humanand, humanay",0.33,,PROPN
humandidad,"humility, humanity",0.33,F,NOUN
humanidad,"the human race, humanity",0.98,F,NOUN
humanidadel,"humanityel, mankindthe",0.33,M,NOUN
humanidá,"the human race, humanity",0.56,,VERB
humanism,humanism,0.52,,ADJ
humanismo,humanism,0.92,M,NOUN
humanista,humanist,0.93,F,NOUN
humanistic,humanistic,0.33,,SPACE
humanitario,humanitarian,0.8,,ADJ
humanium,humanium,0.33,,PROPN
humanización,humanization,0.52,F,NOUN
humanizador,"humanizing, humanizer",0.33,,PROPN
humanizar,"humanize, to make human",0.95,,VERB
humano,human,0.99,,ADJ
humanoidad,"the human race, humanness, humanity",0.78,F,NOUN
